0,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000000.png,2,4,4.0,0.75
503,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000503.png,2,4,4.0,0.75
504,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000504.png,2,4,4.0,0.75
505,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000505.png,2,4,4.0,0.75
506,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000506.png,2,4,4.0,0.75
507,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000507.png,2,4,4.0,0.75
508,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000508.png,2,5,5.0,0.75
509,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000509.png,2,4,4.0,0.75
510,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000510.png,2,5,5.0,0.75
511,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000511.png,2,4,4.0,0.75
512,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000512.png,2,4,4.0,0.75
513,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000513.png,2,4,4.0,0.75
514,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000514.png,2,4,4.0,0.75
515,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000515.png,2,5,5.0,0.75
516,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000516.png,2,4,4.0,0.75
517,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000517.png,2,4,4.0,0.75
518,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000518.png,2,4,4.0,0.75
519,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000519.png,2,4,4.0,0.75
520,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000520.png,2,4,4.0,0.75
521,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000521.png,2,4,4.0,0.75
522,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000522.png,2,4,4.0,0.75
523,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000523.png,2,4,4.0,0.75
524,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000524.png,2,4,4.0,0.75
525,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000525.png,2,4,4.0,0.75
526,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000526.png,2,4,4.0,0.75
527,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000527.png,2,4,4.0,0.75
528,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000528.png,2,4,4.0,0.75
529,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000529.png,2,4,4.0,0.75
530,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000530.png,2,4,4.0,0.75
531,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000531.png,2,4,4.0,0.75
532,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000532.png,2,4,4.0,0.75
533,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000533.png,2,4,4.0,0.75
534,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000534.png,2,4,4.0,0.75
535,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000535.png,2,5,5.0,0.75
536,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000536.png,2,5,5.0,0.75
537,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000537.png,2,4,4.0,0.75
538,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000538.png,2,4,4.0,0.75
539,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000539.png,2,4,4.0,0.75
540,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000540.png,2,4,4.0,0.75
541,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000541.png,2,4,4.0,0.75
542,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000542.png,2,4,4.0,0.75
543,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000543.png,2,4,4.0,0.75
544,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000544.png,2,4,4.0,0.75
545,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000545.png,2,4,4.0,0.75
546,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000546.png,2,4,4.0,0.75
547,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000547.png,2,4,4.0,0.75
548,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000548.png,2,4,4.0,0.75
549,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000549.png,2,4,4.0,0.75
550,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000550.png,2,4,4.0,0.75
551,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000551.png,2,4,4.0,0.75
552,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000552.png,2,4,4.0,0.75
553,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000553.png,2,4,4.0,0.75
554,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000554.png,2,4,4.0,0.75
555,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000555.png,2,4,4.0,0.75
556,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000556.png,2,5,5.0,0.75
557,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000557.png,2,4,4.0,0.75
558,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000558.png,2,4,4.0,0.75
559,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000559.png,2,4,4.0,0.75
560,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000560.png,2,4,4.0,0.75
561,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000561.png,2,4,4.0,0.75
562,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000562.png,2,4,4.0,0.75
563,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000563.png,2,4,4.0,0.75
564,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000564.png,2,4,4.0,0.75
565,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000565.png,2,4,4.0,0.75
566,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000566.png,2,5,5.0,0.75
567,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000567.png,2,4,4.0,0.75
568,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000568.png,2,4,4.0,0.75
569,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000569.png,2,4,4.0,0.75
570,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000570.png,2,4,4.0,0.75
571,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000571.png,2,4,4.0,0.75
572,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000572.png,2,5,5.0,0.75
573,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000573.png,2,4,4.0,0.75
574,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000574.png,2,4,4.0,0.75
575,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000575.png,2,4,4.0,0.75
576,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000576.png,2,4,4.0,0.75
577,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000577.png,2,4,4.0,0.75
578,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000578.png,2,4,4.0,0.75
579,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000579.png,2,4,4.0,0.75
580,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000580.png,2,4,4.0,0.75
581,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000581.png,2,4,4.0,0.75
582,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000582.png,2,4,4.0,0.75
583,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000583.png,2,4,4.0,0.75
584,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000584.png,2,4,4.0,0.75
585,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000585.png,2,4,4.0,0.75
586,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000586.png,2,4,4.0,0.75
587,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000587.png,2,4,4.0,0.75
588,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000588.png,2,4,4.0,0.75
589,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000589.png,2,4,4.0,0.75
590,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000590.png,2,4,4.0,0.75
591,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000591.png,2,4,4.0,0.75
592,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000592.png,2,4,4.0,0.75
593,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000593.png,2,4,4.0,0.75
594,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000594.png,2,4,4.0,0.75
595,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000595.png,2,4,4.0,0.75
596,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000596.png,2,5,5.0,0.75
597,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000597.png,2,5,5.0,0.75
598,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000598.png,2,4,4.0,0.75
599,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000599.png,2,4,4.0,0.75
600,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000600.png,2,4,4.0,0.75
601,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000601.png,2,4,4.0,0.75
602,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000602.png,2,4,4.0,0.75
603,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000603.png,2,4,4.0,0.75
604,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000604.png,2,4,4.0,0.75
605,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000605.png,2,4,4.0,0.75
606,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000606.png,2,4,4.0,0.75
607,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000607.png,2,4,4.0,0.75
608,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000608.png,2,4,4.0,0.75
609,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000609.png,2,4,4.0,0.75
610,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000610.png,2,4,4.0,0.75
611,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000611.png,2,4,4.0,0.75
612,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000612.png,2,4,4.0,0.75
613,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000613.png,2,4,4.0,0.75
614,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000614.png,2,4,4.0,0.75
615,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000615.png,2,4,4.0,0.75
616,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000616.png,2,4,4.0,0.75
617,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000617.png,2,4,4.0,0.75
618,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000618.png,2,4,4.0,0.75
619,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000619.png,2,4,4.0,0.75
620,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000620.png,2,4,4.0,0.75
621,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000621.png,2,4,4.0,0.75
622,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000622.png,2,4,4.0,0.75
623,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000623.png,2,4,4.0,0.75
624,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000624.png,2,5,5.0,0.75
625,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000625.png,2,4,4.0,0.75
626,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000626.png,2,4,4.0,0.75
627,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000627.png,2,4,4.0,0.75
628,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000628.png,2,4,4.0,0.75
629,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000629.png,2,4,4.0,0.75
630,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000630.png,2,4,4.0,0.75
631,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000631.png,2,4,4.0,0.75
632,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000632.png,2,4,4.0,0.75
633,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000633.png,2,4,4.0,0.75
634,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000634.png,2,4,4.0,0.75
635,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000635.png,2,4,4.0,0.75
636,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000636.png,2,4,4.0,0.75
637,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000637.png,2,4,4.0,0.75
638,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000638.png,2,4,4.0,0.75
639,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000639.png,2,4,4.0,0.75
640,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000640.png,2,4,4.0,0.75
641,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000641.png,2,5,5.0,0.75
642,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000642.png,2,5,5.0,0.75
643,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000643.png,2,4,4.0,0.75
644,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000644.png,2,4,4.0,0.75
645,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000645.png,2,4,4.0,0.75
646,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000646.png,2,4,4.0,0.75
647,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000647.png,2,4,4.0,0.75
648,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000648.png,2,4,4.0,0.75
649,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000649.png,2,4,4.0,0.75
650,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000650.png,2,4,4.0,0.75
651,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000651.png,2,4,4.0,0.75
652,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000652.png,2,4,4.0,0.75
653,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000653.png,2,4,4.0,0.75
654,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000654.png,2,4,4.0,0.75
655,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000655.png,2,4,4.0,0.75
656,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000656.png,2,4,4.0,0.75
657,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000657.png,2,4,4.0,0.75
658,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000658.png,2,4,4.0,0.75
659,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000659.png,2,4,4.0,0.75
660,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000660.png,2,4,4.0,0.75
661,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000661.png,2,4,4.0,0.75
662,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000662.png,2,4,4.0,0.75
663,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000663.png,2,4,4.0,0.75
664,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000664.png,2,5,5.0,0.75
665,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000665.png,2,4,4.0,0.75
666,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000666.png,2,4,4.0,0.75
667,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000667.png,2,4,4.0,0.75
668,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000668.png,2,4,4.0,0.75
669,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000669.png,2,4,4.0,0.75
670,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000670.png,2,4,4.0,0.75
671,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000671.png,2,4,4.0,0.75
672,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000672.png,2,4,4.0,0.75
673,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000673.png,2,4,4.0,0.75
674,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000674.png,2,4,4.0,0.75
675,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000675.png,2,4,4.0,0.75
676,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000676.png,2,4,4.0,0.75
677,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000677.png,2,4,4.0,0.75
678,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000678.png,2,4,4.0,0.75
679,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000679.png,2,4,4.0,0.75
680,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000680.png,2,4,4.0,0.75
681,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000681.png,2,4,4.0,0.75
682,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000682.png,2,4,4.0,0.75
683,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000683.png,2,4,4.0,0.75
684,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000684.png,2,5,5.0,0.75
685,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000685.png,2,4,4.0,0.75
686,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000686.png,2,4,4.0,0.75
687,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000687.png,2,4,4.0,0.75
688,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000688.png,2,4,4.0,0.75
689,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000689.png,2,4,4.0,0.75
690,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000690.png,2,4,4.0,0.75
691,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000691.png,2,4,4.0,0.75
692,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000692.png,2,4,4.0,0.75
693,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000693.png,2,4,4.0,0.75
694,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000694.png,2,4,4.0,0.75
695,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000695.png,2,4,4.0,0.75
696,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000696.png,2,4,4.0,0.75
697,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000697.png,2,4,4.0,0.75
698,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000698.png,2,4,4.0,0.75
699,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000699.png,2,4,4.0,0.75
700,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000700.png,2,4,4.0,0.75
701,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000701.png,2,4,4.0,0.75
702,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000702.png,2,4,4.0,0.75
703,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000703.png,2,4,4.0,0.75
704,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000704.png,2,4,4.0,0.75
705,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000705.png,2,4,4.0,0.75
706,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000706.png,2,4,4.0,0.75
707,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000707.png,2,4,4.0,0.75
708,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000708.png,2,4,4.0,0.75
709,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000709.png,2,4,4.0,0.75
710,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000710.png,2,4,4.0,0.75
711,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000711.png,2,4,4.0,0.75
712,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000712.png,2,4,4.0,0.75
713,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000713.png,2,4,4.0,0.75
714,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000714.png,2,4,4.0,0.75
715,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000715.png,2,4,4.0,0.75
716,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000716.png,2,4,4.0,0.75
717,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000717.png,2,4,4.0,0.75
718,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000718.png,2,4,4.0,0.75
719,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000719.png,2,4,4.0,0.75
720,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000720.png,2,4,4.0,0.75
721,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000721.png,2,4,4.0,0.75
722,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000722.png,2,4,4.0,0.75
723,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000723.png,2,4,4.0,0.75
724,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000724.png,2,4,4.0,0.75
725,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000725.png,2,4,4.0,0.75
726,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000726.png,2,4,4.0,0.75
727,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000727.png,2,4,4.0,0.75
728,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000728.png,2,4,4.0,0.75
729,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000729.png,2,4,4.0,0.75
730,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000730.png,2,4,4.0,0.75
731,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000731.png,2,4,4.0,0.75
732,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000732.png,2,4,4.0,0.75
733,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000733.png,2,4,4.0,0.75
734,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000734.png,2,4,4.0,0.75
735,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000735.png,2,4,4.0,0.75
736,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000736.png,2,4,4.0,0.75
737,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000737.png,2,4,4.0,0.75
738,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000738.png,2,4,4.0,0.75
739,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000739.png,2,4,4.0,0.75
740,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000740.png,2,4,4.0,0.75
741,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000741.png,2,4,4.0,0.75
742,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000742.png,2,1,1.0,0.75
743,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000743.png,2,1,1.0,0.75
744,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000744.png,2,7,7.0,0.75
745,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000745.png,2,1,1.0,0.75
746,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000746.png,2,7,7.0,0.75
747,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000747.png,2,4,4.0,0.75
748,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000748.png,2,1,1.0,0.75
749,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000749.png,2,1,1.0,0.75
750,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000750.png,2,1,1.0,0.75
751,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000751.png,2,4,4.0,0.75
752,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000752.png,2,7,7.0,0.75
753,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000753.png,2,4,4.0,0.75
754,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000754.png,2,4,4.0,0.75
755,facebase/data/Adience_256x256_resnet50_imagenet_noisy_cjs/images/img0000755.png,2,4,4.0,0.75
